Event Type,Location,Region,Country,Latitude,Longitude,Date,Time UTC,Details,Deaths,Source Link
heavy rain,Errachidia,Errachidia,Morocco,31.94,4.42,08-09-2024,05:00,"based on information from:  a report on a website, a newspaper report Number of people dead: 3 . Three people were reported died in this province after flash floods caused by the passing thunderstorms. Two of them were foreigners from Canada and Peru. The time was based on SAT data. https://www.aljazeera.net/news/2024/9/8/8-%D9%82%D8%AA%D9%84%D9%89-%D9%8815-%D9%85%D9%81%D9%82%D9%88%D8%AF%D8%A7-%D8%A8%D9%81%D9%8A%D8%B6%D8%A7%D9%86%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%BA%D8%B1%D8%A8 https://maghreb-post.de/marokko-schwere-unwetter-lassen-opferzahlen-weiter-steigen/ https://n.khabrna.com/290305/%D8%B3%D9%8A%D9%88%D9%84-%D8%A7%D9%84%D9%85%D8%BA%D8%B1%D8%A8-2/ Reference: ""11 قتيلا و9 مفقودين بفيضانات المغرب"", Al Jazeera, 08 SEP 2024. MAGHREB POST, 10 SEP 2024  ""ارتفاع عدد القتلى والضحايا جراء السيول المدمرة في المغرب"", Khabrna, 10 SEP 2024. report status: report confirmed by reliable source (QC1) contact: Igor Laskowski (ESWD management) / Thilo Kühne (ESSL)",3,#map_div
heavy rain,M'ssici,M'ssici,Morocco,31.22,4.83,08-09-2024,04:00,"based on information from:  a report on a website Impacts: Road(s) impassable or closed, Road(s) damaged or destroyed, Basement(s) flooded, Flooding of ground floor, Farmland flooded Major flood damage was reported. The time was based on SAT data. https://www.hespress.com/%D9%81%D9%8A%D8%B6%D8%A7%D9%86%D8%A7%D8%AA-%D8%A3%D9%84%D9%86%D9%8A%D9%81-%D8%AA%D8%AE%D9%84%D9%81-%D8%AE%D8%B3%D8%A7%D8%A6%D8%B1-%D9%85%D8%A7%D8%AF%D9%8A%D8%A9-%D9%83%D8%A8%D9%8A%D8%B1%D8%A9-1429077.html Reference: ""فيضانات ألنيف تخلف خسائر مادية كبيرة"", hespress.com, 10 SEP 2024. report status: report confirmed by reliable source (QC1) contact: Igor Laskowski (ESWD management)",0,#map_div
heavy rain,Meknès-Tafilalet,Alnif,Morocco,31.11,5.17,08-09-2024,03:30,"based on information from:  an eyewitness report of the damage, a report on a website, photograph(s) and/or video footage of the inflicted damage Impacts: Road(s) impassable or closed, Road(s) damaged or destroyed, Building(s) (almost) fully destroyed, Basement(s) flooded, Flooding of ground floor, Farmland flooded Major flood damage was reported. The time was based on SAT data. https://www.facebook.com/akhbardades/posts/pfbid0vKbcAr9HxpJk9dL6aqVeqLe4AwdsDPMYT6M4cLKfbNfMXmQnHLK6Nd4a3zdaeedBl https://www.hespress.com/%D9%81%D9%8A%D8%B6%D8%A7%D9%86%D8%A7%D8%AA-%D8%A3%D9%84%D9%86%D9%8A%D9%81-%D8%AA%D8%AE%D9%84%D9%81-%D8%AE%D8%B3%D8%A7%D8%A6%D8%B1-%D9%85%D8%A7%D8%AF%D9%8A%D8%A9-%D9%83%D8%A8%D9%8A%D8%B1%D8%A9-1429077.html Reference: Eyewitness report via أخبار دادس (on Facebook), 08 SEP 2024.  ""فيضانات ألنيف تخلف خسائر مادية كبيرة"", Hespress.com, 10 SEP 2024. report status: report confirmed by reliable source (QC1) contact: Igor Laskowski (ESWD management)",0,#map_div
heavy rain,Tagounite,Tagounite,Morocco,29.98,5.58,08-09-2024,03:15,"based on information from:  an eyewitness report of the damage, a report on a website, a report by a weather service, photograph(s) and/or video footage of the inflicted damage precipitation: 170 mm duration of precipitation: 14 hours Impacts: Road(s) impassable or closed, Basement(s) flooded, Flooding of ground floor, Flooding above ground floor Weather station recorded a rain amount of 170 mm in 24 hours. According to SAT data, the rain lasted at least for 14 hours in that place. Major flash flood was reported. The time was based on SAT data. https://www.facebook.com/permalink.php?story_fbid=pfbid02k3RFQVnYQBSRt2HNiTAKmy7R4L5TwH7hpCxwSdnuUrG52c437m3pfjbCvzXH4fb5l&id=100063553612035 https://www.facebook.com/mohammedalitunisia/videos/1051571483020034/ Reference: Eyewitness report via Severe Weather Morocco (on Facebook), 08 SEP 2024.  Eyewitness report via التطرف المناخي Climate Extremes (on Facebook), 08 SEP 2024. report status: report confirmed by reliable source (QC1) contact: Igor Laskowski (ESWD management)",0,#map_div
heavy rain,Souss-Massa-Drâa,Beni Sbih,Morocco,29.96,5.56,08-09-2024,02:30,"based on information from:  an eyewitness report of the damage, a report on a website, photograph(s) and/or video footage of the inflicted damage Impacts: Road(s) impassable or closed, Building(s) (almost) fully destroyed, Basement(s) flooded, Flooding of ground floor Major flood damage was reported. The time was based on SAT data. https://www.facebook.com/akhbardades/videos/520159784030629/ Reference: Eyewitness report via أخبار دادس (on Facebook), 08 SEP 2024. report status: report confirmed by reliable source (QC1) contact: Igor Laskowski (ESWD management)",0,#map_div
heavy rain,Aït Tajer,Aït Tajer,Morocco,30.68,5.95,08-09-2024,02:00,"based on information from:  a report on a website Number of people dead: 1 . A child was swept away by a swollen river after a thunderstorm and drowned. The time was based on SAT data. https://www.facebook.com/akhbardades/posts/pfbid034sJRFXzAQC7nqdXrep2ahazHx6PQPeVhNYu6acqTByzhUCt9nGmmTnAu8WvHTihjl Reference: Eyewitness report via أخبار دادس (on Facebook), 08 SEP 2024. report status: report confirmed by reliable source (QC1) contact: Igor Laskowski (ESWD management)",1,#map_div
heavy rain,Souss-Massa-Drâa,Nkob,Morocco,30.85,5.70,08-09-2024,02:00,"based on information from:  an eyewitness report of the damage, a report on a website, photograph(s) and/or video footage of the inflicted damage Impacts: Road(s) impassable or closed, Road(s) damaged or destroyed Damaged road by flooding was reported. The time was based on SAT data. https://www.facebook.com/akhbardades/posts/pfbid0zKZRFKCbpXxefn74QwfTHNKA7hwDg8CmKmGaU9XEM1zxCrkfQCh42rE2Z8SjpUYFl Reference: Eyewitness report via أخبار دادس (on Facebook), 08 SEP 2024. report status: report confirmed by reliable source (QC1) contact: Igor Laskowski (ESWD management)",0,#map_div
heavy rain,Souk Lakhmis Dades,Souk Lakhmis Dades,Morocco,31.31,6.04,08-09-2024,02:00,"based on information from:  an eyewitness report of the damage, a report on a website, photograph(s) and/or video footage of the inflicted damage Impacts: Road(s) impassable or closed Local flooding was reported. The time was based on SAT data. https://www.facebook.com/akhbardades/videos/513220988070660/ Reference: Eyewitness report via أخبار دادس (on Facebook), 08 SEP 2024. report status: report confirmed by reliable source (QC1) contact: Igor Laskowski (ESWD management)",0,#map_div
heavy rain,Ait Ali Ouhsien,Ait Ali Ouhsien,Morocco,31.20,6.16,08-09-2024,01:50,"based on information from:  an eyewitness report of the damage, a report on a website, photograph(s) and/or video footage of the inflicted damage Impacts: Road(s) impassable or closed Local flooding was reported. The time was based on SAT data. https://www.facebook.com/akhbardades/videos/1560095422058665/ Reference: Eyewitness report via أخبار دادس (on Facebook), 08 SEP 2024. report status: report confirmed by reliable source (QC1) contact: Igor Laskowski (ESWD management)",0,#map_div
heavy rain,Guelmim-Es Smara,Foum Zguid,Morocco,30.09,6.87,07-09-2024,23:30,"based on information from:  an eyewitness report of the damage, a report on a website, photograph(s) and/or video footage of the inflicted damage Impacts: Road(s) impassable or closed, Basement(s) flooded, Flooding of ground floor, Car(s) damaged (unspecified) Local flash flood was reported. The time was based on SAT data. https://www.facebook.com/driss.abbi.3/videos/538389011981341/ Reference: Eyewitness report (on Facebook), 08 SEP 2024. report status: report confirmed by reliable source (QC1) contact: Igor Laskowski (ESWD management)",0,#map_div
heavy rain,Igdi,Igdi,Morocco,29.22,8.36,07-09-2024,20:00,"based on information from:  a report on a website Impacts: Road(s) impassable or closed Local flooding was reported. The time was based on SAT data. https://lakome2.com/societe/354412/ Reference: ""السيول القوية تجرف بيوتا ومدارس وتعطّل طرقا وتعزل دواوير وحديث عن 14 شخصا مفقودا"", lakome2.com, 08 SEP 2024. report status: report confirmed by reliable source (QC1) contact: Igor Laskowski (ESWD management)",0,#map_div
heavy rain,Oriental,Beni Drar,Morocco,34.82,1.99,07-09-2024,19:45,"based on information from:  an eyewitness report of the damage, a report on a website, photograph(s) and/or video footage of the inflicted damage Impacts: Road(s) impassable or closed, Car(s) damaged (unspecified) Local flooding was reported. The time was based on SAT data. https://www.facebook.com/permalink.php?story_fbid=pfbid0wwqz6WqhJhCkcpxLbpJtSyKwyps7Mr6BRAWFrK8NfTv8G1rLug5WLX2wRKZAQZaGl&id=100044398000641 https://www.google.com/search?q=t%C5%82umacz%27&oq=t%C5%82umacz&gs_lcrp=EgZjaHJvbWUqDAgAECMYJxiABBiKBTIMCAAQIxgnGIAEGIoFMgYIARBFGDwyDAgCECMYJxiABBiKBTIKCAMQABixAxiABDINCAQQABiDARixAxiABDINCAUQABiDARixAxiABDINCAYQABiDARixAxiABDINCAcQABiDARixAxiABNIBBzU1N2owajmoAgCwAgE&sourceid=chrome&ie=UTF-8 https://x.com/Arab_Storms/status/1832548363893354612 Reference: Eyewitness report via طقس شمال غرب افريقيا تونس الجزائر المغرب ليبيا موريتانيا (on Facebook), 08 SEP 2024.  Eyewitness report via طقس_العالم (on X), 08 SEP 2024. report status: report confirmed by reliable source (QC1) contact: Igor Laskowski (ESWD management)",0,#map_div
heavy rain,Amtoudi,Amtoudi,Morocco,29.24,9.18,07-09-2024,19:30,"based on information from:  an eyewitness report of the damage, a report on a website, photograph(s) and/or video footage of the inflicted damage Impacts: Road(s) impassable or closed, Building(s) (almost) fully destroyed, Basement(s) flooded, Flooding of ground floor, Car(s) damaged beyond repair, Farmland flooded Major flash flood was reported. The time was based on SAT data. https://lakome2.com/societe/354412/ https://www.facebook.com/akhbardades/posts/pfbid02ypWVPRBVHFQASwYmo8mxv3MdHkEGPJgffqAFRyMwNdjBG8KvFTxCyEFv9wFUEcZ8l Reference: ""السيول القوية تجرف بيوتا ومدارس وتعطّل طرقا وتعزل دواوير وحديث عن 14 شخصا مفقودا"", lakome2.com, 08 SEP 2024.  Eyewitness report via أخبار دادس (on Facebook), 08 SEP 2024. report status: plausibility check passed (QC0+) contact: Igor Laskowski (ESWD management)",0,#map_div
heavy rain,Ait Ouafqa,Ait Ouafqa,Morocco,29.50,9.14,07-09-2024,19:30,"based on information from:  an eyewitness report of the damage, a report on a website, photograph(s) and/or video footage of the inflicted damage Impacts: Road(s) impassable or closed, Car(s) damaged beyond repair Number of people dead: 2 . A car was swept away after the passage of a thunderstorm. Two people were rescued, third was found dead, fourth is missing. Two people in total were reported dead in Tiznit province. The time was based on SAT data. https://www.facebook.com/akhbardades/posts/pfbid02YCbYwvFutFUwTndvWNgs4B8Tq6u3KfXryGS4uqKhR5mDpLCwHbxGwYBQsqDp3qB9l https://lakome2.com/societe/354412/ https://www.aljazeera.net/news/2024/9/8/8-%D9%82%D8%AA%D9%84%D9%89-%D9%8815-%D9%85%D9%81%D9%82%D9%88%D8%AF%D8%A7-%D8%A8%D9%81%D9%8A%D8%B6%D8%A7%D9%86%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%BA%D8%B1%D8%A8 Reference: Eyewitness report via أخبار دادس (on Facebook), 08 SEP 2024.  ""السيول القوية تجرف بيوتا ومدارس وتعطّل طرقا وتعزل دواوير وحديث عن 14 شخصا مفقودا"", lakome2, 08 SEP 2024.  ""11 قتيلا و9 مفقودين بفيضانات المغرب"", Al Jazeera, 08 SEP 2024. report status: report confirmed by reliable source (QC1) contact: Igor Laskowski (ESWD management)",2,#map_div
heavy rain,Afla Ighir,Afla Ighir,Morocco,29.50,8.82,07-09-2024,19:15,"based on information from:  a report on a website Impacts: Road(s) impassable or closed, Inhabited place(s) cut off from transport infrastructure Local flooding was reported. The time was based on SAT data. https://www.shorouknews.com/news/view.aspx?cdate=09092024&id=3c6077db-54e0-4272-970f-54db37fbead6 Reference: ""فيضان 3 أودية يعزل قرية مغربية والمياه تجرف مشاريع بميزانيات ضخمة (صور)"", shorouknews.com, 09 SEP 2024. report status: report confirmed by reliable source (QC1) contact: Igor Laskowski (ESWD management)",0,#map_div
heavy rain,Gharb-Chrarda-Beni Hssen,Ouazzane,Morocco,34.80,5.60,14-10-2024,17:45,"based on information from:  photograph(s) and/or video footage of the inflicted damage, an eyewitness report of the damage, a report on a website Impacts: Road(s) impassable or closed, Car(s) damaged (unspecified) Local flooding was reported after the period of heavy rainfall. https://www.facebook.com/reel/1048844590218258 Reference: Eyewitness report via Ouazzane Dar Dmana (on Facebook), 14 OCT 2024. report status: report confirmed by reliable source (QC1) contact: Igor Laskowski (ESWD management)",0,#map_div
large hail,Meknès-Tafilalet,Bayt Zakan,Morocco,31.12,5.15,14-10-2024,15:30,"based on information from:  an eye-witness report, photo or video of the event, a report on a website maximum hail diameter: 2 cm Large hail up to at least 2 cm i.d. was reported. The time was based on SAT data and Blitzortung lightning detection system. https://www.facebook.com/permalink.php?story_fbid=pfbid02ahsCy5cm7jzTBstN64szV8czPQzgSDDUqkW3SRC7f3RAxsC1hdpHQeJGdMjP7p6vl&id=100044398000641 Reference: Eyewitness report via طقس شمال غرب افريقيا تونس الجزائر المغرب ليبيا موريتانيا (on Facebook), 15 OCT 2024. report status: report confirmed by reliable source (QC1) contact: Igor Laskowski (ESWD management)",0,#map_div
heavy rain,Taza-Al Hoceima-Taounate,Khemiss Ait Yadine,Morocco,33.97,6.02,14-10-2024,15:00,"based on information from:  photograph(s) and/or video footage of the inflicted damage, a report on a website Impacts: Basement(s) flooded, Flooding of ground floor, Animal(s) killed Local flash flood was reported after a period of heavy rainfall. The time was based on SAT data. https://beladinews.ma/?p=27146 Reference: ""سيول الأمطار الغزيرة تجرف قرابة 100 رأس من الأغنام والماعز بمنطقة ايت يدين"", Beladi News, 13 OCT 2024. report status: report confirmed by reliable source (QC1) contact: Igor Laskowski (ESWD management)",0,#map_div
heavy rain,Souss-Massa-Drâa,Azaghar n'Irs,Morocco,30.30,8.24,13-10-2024,19:30,"based on information from:  photograph(s) and/or video footage of the inflicted damage, an eyewitness report of the damage, a report on a website Impacts: Road(s) impassable or closed Local flooding was reported after the period of heavy rainfall. The time was based on SAT data. https://www.facebook.com/akhbardades/videos/1257173515433312/ Reference: Eyewitness report via أخبار دادس (on Facebook), 13 OCT 2024. report status: report confirmed by reliable source (QC1) contact: Igor Laskowski (ESWD management)",0,#map_div
heavy rain,Taza-Al Hoceima-Taounate,Taza,Morocco,34.21,4.01,13-10-2024,19:00,"based on information from:  a report on a website Number of people injured: 8 . Eight people were injured in Taza province after a period of heavy rainfall. The time was based on SAT data. https://snrtnews.com/article/104616 Reference: snrtnews.com, 14 OCT 2024. report status: report confirmed by reliable source (QC1) contact: Igor Laskowski (ESWD management)",0,#map_div
heavy rain,Marrakech-Tensift-Al Haouz,Marrakech,Morocco,31.63,8.00,13-10-2024,18:10,"based on information from:  photograph(s) and/or video footage of the inflicted damage, an eyewitness report of the damage, a report on a website Impacts: Road(s) impassable or closed, Basement(s) flooded Local flooding was reported after the period of heavy rainfall. The time was based on SAT data. https://www.facebook.com/akhbardades/videos/526879283614786/ https://www.facebook.com/akhbardades/videos/565786605920270/ https://www.facebook.com/akhbardades/videos/1587698418527553/ https://www.facebook.com/akhbardades/videos/8323980054376988/ Reference: Eyewitnesses reports via أخبار دادس (on Facebook), 13 OCT 2024. report status: report confirmed by reliable source (QC1) contact: Igor Laskowski (ESWD management)",0,#map_div
severe wind,Marrakech-Tensift-Al Haouz,Marrakech,Morocco,31.63,8.00,13-10-2024,18:05,"based on information from:  photograph(s) and/or video footage of the inflicted damage, a report by a weather service, a report on a website wind speed: 30.4 m/s Impacts: Road(s) impassable or closed, Car(s) dented, Tree(s) uprooted or snapped Local WS recorded a wind gust of 30.4 m/s during the passage of a thunderstorm. Downed trees were reported. The time was based on SAT data. https://www.facebook.com/akhbardades/posts/pfbid0JZibboHij26kGcZLvuJzcJ4DMCybY7dNetPiB8zW1CLhrUBnMQgDxQo4A1RLPzMxl https://www.ogimet.com/cgi-bin/gsynres?ind=60230&lang=en&decoded=yes&ndays=2&ano=2024&mes=10&day=14&hora=12 Reference: Eyewitness report via أخبار دادس (on Facebook), 13 OCT 2024.  Ogimet.com, date of access: 14 OCT 2024. report status: report confirmed by reliable source (QC1) contact: Igor Laskowski (ESWD management)",0,#map_div
heavy rain,Chaouia-Ouardigha,El Borouj,Morocco,32.51,7.20,13-10-2024,17:45,"based on information from:  a report on a website Impacts: Road(s) impassable or closed, Basement(s) flooded, Flooding of ground floor Local flooding was reported after the passage of   a thunderstorm. The time was based on SAT data. https://sabahagadir.ma/323265.html Reference: ""الفيضانات تجتاح مدينة البروج جراء الأمطار الغزيرة"", sabahadir.ma, 14 OCT 2024. report status: report confirmed by reliable source (QC1) contact: Igor Laskowski (ESWD management)",0,#map_div
heavy rain,Marrakech-Tensift-Al Haouz,Jbiel,Morocco,31.98,7.39,13-10-2024,17:15,"based on information from:  a report on a website Number of people dead: 1 . A man in his seventies fell into the swollen river and died after a period of heavy rainfall. The time was based on SAT data. https://anbaetv.ma/1115257 Reference: ""الأمطار الطوفانية تنهي حياة مسن بقلعة السراغنة"", anbaetv.ma, 14 OCT 2024. report status: report confirmed by reliable source (QC1) contact: Igor Laskowski (ESWD management)",1,#map_div
heavy rain,Taza-Al Hoceima-Taounate,Traiba,Morocco,34.41,3.97,13-10-2024,00:40,"based on information from:  photograph(s) and/or video footage of the inflicted damage, a report on a website Impacts: Road(s) impassable or closed, Road(s) damaged or destroyed, Basement(s) flooded, Flooding of ground floor, Farmland flooded, Animal(s) killed Major flash flood was reported after a period of heavy rainfall. The time was based on SAT data. https://satv.ma/%D8%AA%D8%A7%D8%B2%D8%A9%D8%A8%D8%A7%D9%84%D8%B5%D9%88%D8%B1-%D8%B3%D9%8A%D9%88%D9%84-%D9%88%D8%A3%D9%85%D8%B7%D8%A7%D8%B1-%D8%B1%D8%B9%D8%AF%D9%8A%D8%A9-%D8%AA%D8%AE%D9%84%D9%81.html https://l3assima.ma/ar/21219 Reference: ""تازة……بالصور سيول وأمطار رعدية تخلف خسائر مادية فادحة بجماعة اترايبة."", satv.ma, 14 OCT 2024.  ""تازة..المعارضة في جماعة اترايبة تطالب بدورة إستثنائية لمواجهة آثار الفيضانات"", l3assima.ma, 15 OCT 2024. report status: report confirmed by reliable source (QC1) contact: Igor Laskowski (ESWD management)",0,#map_div
heavy rain,Taza-Al Hoceima-Taounate,Talouane,Morocco,34.34,4.06,13-10-2024,00:40,"based on information from:  a report on a website Number of people dead: 1 . A woman in her sixties was swept away by a swollen river after a period of heavy rainfall. The time was based on SAT data. https://www.hespress.com/%D8%B3%D9%8A%D9%88%D9%84-%D8%AC%D8%A7%D8%B1%D9%81%D8%A9-%D8%AA%D8%B5%D8%B1%D8%B9-%D8%A7%D9%85%D8%B1%D8%A3%D8%AA%D9%8A%D9%86-%D9%81%D9%8A-%D8%AA%D8%A7%D8%B2%D8%A9-1447001.html Reference: ""سيول جارفة تصرع امرأتين في تازة"", hespress.com, 13 OCT 2024. report status: report confirmed by reliable source (QC1) contact: Igor Laskowski (ESWD management)",1,#map_div
heavy rain,Taza-Al Hoceima-Taounate,Saayda,Morocco,34.36,4.06,13-10-2024,00:40,"based on information from:  a report on a website Number of people dead: 1 . A woman in her sixties was swept away by a swollen river after a period of heavy rainfall. The time was based on SAT data. https://www.hespress.com/%D8%B3%D9%8A%D9%88%D9%84-%D8%AC%D8%A7%D8%B1%D9%81%D8%A9-%D8%AA%D8%B5%D8%B1%D8%B9-%D8%A7%D9%85%D8%B1%D8%A3%D8%AA%D9%8A%D9%86-%D9%81%D9%8A-%D8%AA%D8%A7%D8%B2%D8%A9-1447001.html Reference: ""سيول جارفة تصرع امرأتين في تازة"", hespress.com, 13 OCT 2024. report status: report confirmed by reliable source (QC1) contact: Igor Laskowski (ESWD management)",1,#map_div
heavy rain,Taza-Al Hoceima-Taounate,Ghiata Al Gharbia,Morocco,34.20,4.20,12-10-2024,19:30,"based on information from:  a report on a website Impacts: Farmland flooded Flooded farmlands were reported after the period of heavy rainfall. The time was based on SAT data. https://l3assima.ma/ar/21163 Reference: ""الأمطار الطوفانية تفضح هشاشة البنية التحتية بإقليم تازة"", l3assima.ma, 14 OCT 2024. report status: report confirmed by reliable source (QC1) contact: Igor Laskowski (ESWD management)",0,#map_div
heavy rain,Taza-Al Hoceima-Taounate,Oued Amlil,Morocco,34.20,4.28,12-10-2024,19:30,"based on information from:  a report on a website Impacts: Farmland flooded Flooded farmlands were reported after the period of heavy rainfall. The time was based on SAT data. https://l3assima.ma/ar/21163 Reference: ""الأمطار الطوفانية تفضح هشاشة البنية التحتية بإقليم تازة"", l3assima.ma, 14 OCT 2024. report status: report confirmed by reliable source (QC1) contact: Igor Laskowski (ESWD management)",0,#map_div
heavy rain,Taza-Al Hoceima-Taounate,Kaf El Ghar,Morocco,34.51,4.26,12-10-2024,19:00,"based on information from:  a report on a website Impacts: Road(s) impassable or closed, Road(s) damaged or destroyed, Farmland flooded Local flooding was reported after the period of heavy rainfall. https://www.hespress.com/%D8%B3%D9%8A%D9%88%D9%84-%D8%AC%D8%A7%D8%B1%D9%81%D8%A9-%D8%AA%D8%B5%D8%B1%D8%B9-%D8%A7%D9%85%D8%B1%D8%A3%D8%AA%D9%8A%D9%86-%D9%81%D9%8A-%D8%AA%D8%A7%D8%B2%D8%A9-1447001.html Reference: ""سيول جارفة تصرع امرأتين في تازة"", Hespress, 13 OCT 2024. report status: report confirmed by reliable source (QC1) contact: Igor Laskowski (ESWD management)",0,#map_div
heavy rain,Taza-Al Hoceima-Taounate,Had Oulad Zbaïr,Morocco,34.29,4.32,12-10-2024,19:00,"based on information from:  photograph(s) and/or video footage of the inflicted damage, an eyewitness report of the damage, a report on a website Impacts: Road(s) impassable or closed, Road(s) damaged or destroyed, Farmland flooded Local flooding was reported after the period of heavy rainfall. https://www.hespress.com/%D8%B3%D9%8A%D9%88%D9%84-%D8%AC%D8%A7%D8%B1%D9%81%D8%A9-%D8%AA%D8%B5%D8%B1%D8%B9-%D8%A7%D9%85%D8%B1%D8%A3%D8%AA%D9%8A%D9%86-%D9%81%D9%8A-%D8%AA%D8%A7%D8%B2%D8%A9-1447001.html Reference: ""سيول جارفة تصرع امرأتين في تازة"", Hespress, 13 OCT 2024. report status: report confirmed by reliable source (QC1) contact: Igor Laskowski (ESWD management)",0,#map_div
heavy rain,Taza-Al Hoceima-Taounate,Douar Kaouane,Morocco,33.98,4.24,12-10-2024,19:00,"based on information from:  a report on a website Impacts: Road(s) impassable or closed, Road(s) damaged or destroyed Local flooding was reported after the period of heavy rainfall. The time was based on SAT data. https://l3assima.ma/ar/21163 Reference: ""الأمطار الطوفانية تفضح هشاشة البنية التحتية بإقليم تازة"", l3assima.ma, 14 OCT 2024. report status: report confirmed by reliable source (QC1) contact: Igor Laskowski (ESWD management)",0,#map_div
heavy rain,Taza-Al Hoceima-Taounate,Smia,Morocco,34.03,4.39,12-10-2024,18:45,"based on information from:  a report on a website Impacts: Road(s) impassable or closed, Road(s) damaged or destroyed, Farmland flooded Local flooding was reported after the period of heavy rainfall. https://www.hespress.com/%D8%B3%D9%8A%D9%88%D9%84-%D8%AC%D8%A7%D8%B1%D9%81%D8%A9-%D8%AA%D8%B5%D8%B1%D8%B9-%D8%A7%D9%85%D8%B1%D8%A3%D8%AA%D9%8A%D9%86-%D9%81%D9%8A-%D8%AA%D8%A7%D8%B2%D8%A9-1447001.html Reference: ""سيول جارفة تصرع امرأتين في تازة"", Hespress, 13 OCT 2024. report status: report confirmed by reliable source (QC1) contact: Igor Laskowski (ESWD management)",0,#map_div
heavy rain,Taza-Al Hoceima-Taounate,Bni Frassen,Morocco,34.38,4.38,12-10-2024,17:30,"based on information from:  a report on a website Impacts: Road(s) impassable or closed, Road(s) damaged or destroyed, Farmland flooded Local flooding was reported after the period of heavy rainfall. https://www.hespress.com/%D8%B3%D9%8A%D9%88%D9%84-%D8%AC%D8%A7%D8%B1%D9%81%D8%A9-%D8%AA%D8%B5%D8%B1%D8%B9-%D8%A7%D9%85%D8%B1%D8%A3%D8%AA%D9%8A%D9%86-%D9%81%D9%8A-%D8%AA%D8%A7%D8%B2%D8%A9-1447001.html Reference: ""سيول جارفة تصرع امرأتين في تازة"", Hespress, 13 OCT 2024. report status: report confirmed by reliable source (QC1) contact: Igor Laskowski (ESWD management)",0,#map_div
large hail,Meknès-Tafilalet,Lamkart Bouhoudouard,Morocco,34.55,3.87,12-10-2024,17:15,"based on information from:  photograph(s) and/or video footage of the inflicted damage, an eyewitness report of the damage, a report on a website Impacts: Crops/farmland damaged Hailstorm caused significant damage to agricultural crops. The time was based on SAT data and Blitzortung lightning detection system. https://khabayanews.ma/%D8%A3%D9%85%D8%B7%D8%A7%D8%B1-%D8%B9%D8%A7%D8%B5%D9%81%D9%8A%D8%A9-%D9%85%D8%B1%D9%81%D9%88%D9%82%D8%A9-%D8%A8%D8%AD%D8%A8%D8%A7%D8%AA-%D8%A7%D9%84%D8%A8%D8%B1%D8%AF-%D8%AA%D9%83%D8%A8%D9%91%D8%AF/ Reference: ""أمطار عاصفية مرفوقة بحبات البرد تكبّد ساكنة دواوير أكزناية الجنوبية خسائر فادحة"", khabayanews.ma, 13 OCT 2024. report status: report confirmed by reliable source (QC1) contact: Igor Laskowski (ESWD management)",0,#map_div
large hail,Meknès-Tafilalet,Ouled Abdallah,Morocco,34.60,3.87,12-10-2024,17:15,"based on information from:  photograph(s) and/or video footage of the inflicted damage, an eyewitness report of the damage, a report on a website Impacts: Crops/farmland damaged Hailstorm caused significant damage to agricultural crops. The time was based on SAT data and Blitzortung lightning detection system. https://khabayanews.ma/%D8%A3%D9%85%D8%B7%D8%A7%D8%B1-%D8%B9%D8%A7%D8%B5%D9%81%D9%8A%D8%A9-%D9%85%D8%B1%D9%81%D9%88%D9%82%D8%A9-%D8%A8%D8%AD%D8%A8%D8%A7%D8%AA-%D8%A7%D9%84%D8%A8%D8%B1%D8%AF-%D8%AA%D9%83%D8%A8%D9%91%D8%AF/ Reference: ""أمطار عاصفية مرفوقة بحبات البرد تكبّد ساكنة دواوير أكزناية الجنوبية خسائر فادحة"", khabayanews.ma, 13 OCT 2024. report status: report confirmed by reliable source (QC1) contact: Igor Laskowski (ESWD management)",0,#map_div
large hail,Meknès-Tafilalet,Douar Ouled Taounza,Morocco,34.61,3.87,12-10-2024,17:15,"based on information from:  photograph(s) and/or video footage of the inflicted damage, an eyewitness report of the damage, a report on a website Impacts: Crops/farmland damaged Hailstorm caused significant damage to agricultural crops. The time was based on SAT data and Blitzortung lightning detection system. https://khabayanews.ma/%D8%A3%D9%85%D8%B7%D8%A7%D8%B1-%D8%B9%D8%A7%D8%B5%D9%81%D9%8A%D8%A9-%D9%85%D8%B1%D9%81%D9%88%D9%82%D8%A9-%D8%A8%D8%AD%D8%A8%D8%A7%D8%AA-%D8%A7%D9%84%D8%A8%D8%B1%D8%AF-%D8%AA%D9%83%D8%A8%D9%91%D8%AF/ Reference: ""أمطار عاصفية مرفوقة بحبات البرد تكبّد ساكنة دواوير أكزناية الجنوبية خسائر فادحة"", khabayanews.ma, 13 OCT 2024. report status: report confirmed by reliable source (QC1) contact: Igor Laskowski (ESWD management)",0,#map_div
heavy rain,Taza-Al Hoceima-Taounate,Ouled Abdallah,Morocco,34.60,3.87,12-10-2024,17:15,"based on information from:  a report on a website Impacts: Road(s) impassable or closed, Road(s) damaged or destroyed, Basement(s) flooded, Flooding of ground floor Major flash flood was reported after a period of heavy rainfall. The time was based on SAT data. https://fesnews.net/496393/2024/10/13/ Reference: ""فيضانات وأمطار طوفانية تبتلع دواوير إقليم تازة.. غياب تام للمسؤولين وسط خسائر فادحة"", Fes News, 13 OCT 2024. report status: report confirmed by reliable source (QC1) contact: Igor Laskowski (ESWD management)",0,#map_div
